url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2744,1855
/glikely/obs-ptz,1608,950
/glikely/obs-ptz/releases,778,524
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,149,127
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,126,96
/glikely/obs-ptz/issues,105,61
/glikely/obs-ptz/releases/tag/v0.19.0,100,62
/glikely/obs-ptz/releases/tag/v0.18.2,55,34
/glikely/obs-ptz/tree/main/.github,51,40
/glikely/obs-ptz/pulls,46,34
