url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2102,1430
/glikely/obs-ptz,1497,918
/glikely/obs-ptz/releases,710,473
/glikely/obs-ptz/releases/tag/v0.19.2,630,461
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,119,88
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,104,94
/glikely/obs-ptz/issues,104,59
/glikely/obs-ptz/releases/tag/v0.19.0,71,36
/glikely/obs-ptz/tree/main/.github,50,36
/glikely/obs-ptz/pulls,44,32
