url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.0,3832,2172
/glikely/obs-ptz,2329,1353
/glikely/obs-ptz/releases,1183,736
/glikely/obs-ptz/releases/tag/v0.19.1,442,312
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,303,229
/glikely/obs-ptz/issues,205,127
/glikely/obs-ptz/releases/tag/v0.18.2,129,84
/glikely/obs-ptz/compare/v0.18.2...v0.19.0,122,108
/glikely/obs-ptz/pulls,95,63
/glikely/obs-ptz/discussions,86,60
