url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.0,4353,2457
/glikely/obs-ptz,2541,1416
/glikely/obs-ptz/releases,1280,789
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,362,296
/glikely/obs-ptz/releases/tag/v0.18.2,254,163
/glikely/obs-ptz/issues,221,144
/glikely/obs-ptz/compare/v0.18.2...v0.19.0,141,126
/glikely/obs-ptz/pulls,103,66
/glikely/obs-ptz/tree/main/.github,87,62
/glikely/obs-ptz/discussions/352,85,57
