url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2401,1659
/glikely/obs-ptz,1539,932
/glikely/obs-ptz/releases,750,499
/glikely/obs-ptz/releases/tag/v0.19.2,284,205
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,127,94
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,124,112
/glikely/obs-ptz/issues,95,54
/glikely/obs-ptz/releases/tag/v0.19.0,77,43
/glikely/obs-ptz/tree/main/.github,51,37
/glikely/obs-ptz/pulls,48,34
