url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2407,1632
/glikely/obs-ptz,1695,1046
/glikely/obs-ptz/releases,871,595
/glikely/obs-ptz/releases/tag/v0.19.0,713,454
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,152,117
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,142,120
/glikely/obs-ptz/issues,123,67
/glikely/obs-ptz/releases/tag/v0.18.2,62,43
/glikely/obs-ptz/pulls,52,39
/glikely/obs-ptz/tree/main/.github,49,36
