url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2199,1520
/glikely/obs-ptz,1771,1096
/glikely/obs-ptz/releases/tag/v0.19.0,960,623
/glikely/obs-ptz/releases,904,613
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,148,116
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,131,110
/glikely/obs-ptz/issues,125,68
/glikely/obs-ptz/releases/tag/v0.18.2,69,45
/glikely/obs-ptz/pulls,55,41
/glikely/obs-ptz/tree/main/.github,53,41
