url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2624,1794
/glikely/obs-ptz,1524,926
/glikely/obs-ptz/releases,743,493
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,139,121
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,126,93
/glikely/obs-ptz/issues,102,58
/glikely/obs-ptz/releases/tag/v0.19.0,73,42
/glikely/obs-ptz/releases/tag/v0.19.2,70,52
/glikely/obs-ptz/pulls,49,36
/glikely/obs-ptz/releases/tag/v0.18.2,47,31
