url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2689,1837
/glikely/obs-ptz,1641,988
/glikely/obs-ptz/releases,826,546
/glikely/obs-ptz/releases/tag/v0.19.0,258,165
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,152,130
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,134,102
/glikely/obs-ptz/issues,107,58
/glikely/obs-ptz/releases/tag/v0.18.2,54,37
/glikely/obs-ptz/tree/main/.github,47,35
/glikely/obs-ptz/pulls,46,35
