url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,1834,1277
/glikely/obs-ptz,1833,1143
/glikely/obs-ptz/releases/tag/v0.19.0,1512,923
/glikely/obs-ptz/releases,986,656
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,179,136
/glikely/obs-ptz/issues,130,80
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,110,94
/glikely/obs-ptz/releases/tag/v0.18.2,76,53
/glikely/obs-ptz/pulls,68,44
/glikely/obs-ptz/releases/tag/v0.19.1-rc1,57,49
