url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.0,4092,2312
/glikely/obs-ptz,2392,1382
/glikely/obs-ptz/releases,1236,766
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,311,244
/glikely/obs-ptz/releases/tag/v0.19.1,264,188
/glikely/obs-ptz/issues,207,132
/glikely/obs-ptz/releases/tag/v0.18.2,135,87
/glikely/obs-ptz/compare/v0.18.2...v0.19.0,131,117
/glikely/obs-ptz/pulls,95,62
/glikely/obs-ptz/discussions,84,58
