url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2770,1857
/glikely/obs-ptz,1623,966
/glikely/obs-ptz/releases,779,525
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,153,131
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,134,101
/glikely/obs-ptz/releases/tag/v0.19.0,106,66
/glikely/obs-ptz/issues,105,58
/glikely/obs-ptz/releases/tag/v0.18.2,56,36
/glikely/obs-ptz/tree/main/.github,51,39
/glikely/obs-ptz/pulls,44,33
