url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.1,2739,1820
/glikely/obs-ptz,1548,929
/glikely/obs-ptz/releases,755,502
/glikely/obs-ptz/compare/v0.19.0...v0.19.1,148,128
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,126,93
/glikely/obs-ptz/issues,102,59
/glikely/obs-ptz/releases/tag/v0.19.0,76,44
/glikely/obs-ptz/tree/main/.github,49,36
/glikely/obs-ptz/pulls,48,35
/glikely/obs-ptz/releases/tag/v0.18.2,46,30
