url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.0,4052,2272
/glikely/obs-ptz,2714,1512
/glikely/obs-ptz/releases,1418,847
/glikely/obs-ptz/releases/tag/v0.18.2,680,455
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,426,346
/glikely/obs-ptz/issues,251,162
/glikely/obs-ptz/compare/v0.18.2...v0.19.0,139,125
/glikely/obs-ptz/pulls,108,68
/glikely/obs-ptz/discussions,87,62
/glikely/obs-ptz/discussions/352,86,62
