url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.0,3527,1979
/glikely/obs-ptz,2794,1531
/glikely/obs-ptz/releases,1508,910
/glikely/obs-ptz/releases/tag/v0.18.2,1209,746
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,504,397
/glikely/obs-ptz/issues,280,183
/glikely/obs-ptz/compare/v0.18.2...v0.19.0,128,115
/glikely/obs-ptz/pulls,121,75
/glikely/obs-ptz/actions,103,52
/glikely/obs-ptz/discussions,102,69
