url_path,views_total,views_unique
/glikely/obs-ptz/releases/tag/v0.19.0,2873,1664
/glikely/obs-ptz,2202,1282
/glikely/obs-ptz/releases/tag/v0.19.1,1072,747
/glikely/obs-ptz/releases,1065,709
/glikely/obs-ptz/releases/tag/v0.19.0-rc1,249,188
/glikely/obs-ptz/issues,175,111
/glikely/obs-ptz/releases/tag/v0.18.2,102,69
/glikely/obs-ptz/pulls,87,58
/glikely/obs-ptz/compare/v0.18.2...v0.19.0,86,78
/glikely/obs-ptz/tree/main/.github,81,57
